Trial,Iteration,Selected SMILES,True f,UCB+nov,eta_t,novelty_mean,novelty_std,ucb_low,ucb_high,novz_low,novz_high
2,100,COCCCOCCCn1cc(CNC2C(O)C(O)C(O)C(O)C2O)nn1,0.4541,1.079,0.2749,0.8248,0.0375,0.2611,0.7683,-18.271,2.767
2,101,CC1(C)Cc2c(C#N)c(N)sc(=S)c2CS1,0.02232,1.074,0.2748,0.8247,0.0375,0.2619,0.7761,-18.26,2.767
2,102,O=C1OC(OCC2CO2)C2C3CCC(O3)C12,0.06371,1.069,0.2746,0.8247,0.0375,0.2627,0.7778,-18.263,2.769
2,103,CCCOC(=O)CCCN1C(=O)C(=C2SC(=S)N(CCCC(=O)OCCC)C2=O)SC1=S,0.4658,1.069,0.2745,0.8247,0.0375,0.2631,0.7758,-18.261,2.769
2,104,O=C1NC(=O)c2c1c1c3ccc(C(F)(F)F)c(CO)c3[nH]c1c1c2c2cccc3c2n1CCNC3,0.5363,1.069,0.2744,0.8246,0.0375,0.2655,0.7767,-18.265,2.773
2,105,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCC(O)CO)ccc(NCCNCC(O)CO)c21,0.6169,1.078,0.2743,0.8243,0.0375,0.2666,0.7762,-18.269,2.781
2,106,O=c1[nH]c(=O)n(COC(CO)CO)cc1F,0.4327,1.075,0.2742,0.8242,0.0376,0.2698,0.7846,-18.216,2.776
2,107,O=C1C2=C3C4=[N+](CCc5c[nH]c1c54)C1C(O)CC(=O)C3(CC(O)N2)C1O,0.5079,1.073,0.2741,0.8241,0.0377,0.2704,0.7863,-18.165,2.772
2,108,Oc1ccc(C2(O)CCCNC2)cc1O,0.3405,1.079,0.2739,0.8241,0.0377,0.2703,0.7894,-18.169,2.773
2,109,CCCCC1CCCCC(C)C(O)c2cc(O)c(c(O)c2)C(CCCCCl)CCCCC(C)C(O)c2cc(O)c1c(O)c2,0.004634,1.077,0.2738,0.8239,0.0376,0.2703,0.7892,-18.208,2.786
2,110,CC(C)C1=CC23OC2CC2C4=C(CCC2(C)C32OC2C1F)C(=O)OC4,0.04251,1.073,0.2737,0.8238,0.0376,0.2708,0.7854,-18.221,2.789
2,111,F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,5.949e-06,1.072,0.2736,0.8237,0.0376,0.2713,0.7836,-18.203,2.789
2,112,COC12C(COC(N)=O)C3=C(C(=O)C(CSCCO)=C(N)C3=O)N1CC1NC12,0.4882,1.071,0.2735,0.8237,0.0376,0.2715,0.7828,-18.205,2.789
2,113,[O-]C(CO)C(O)C[S+]1CC(O)C(O)C1CO,0.4238,1.066,0.2734,0.8236,0.038,0.2719,0.785,-18.006,2.762
2,114,C=C=C,0.0,1.06,0.2733,0.8236,0.038,0.2727,0.7924,-17.999,2.762
2,115,C=C1CCOC2(C(O)C(C)(O)CO)NC(=O)C1(NO)NC2=O,0.468,1.059,0.2732,0.8236,0.038,0.2727,0.7924,-18.0,2.578
2,116,CC1NC(NCC(F)F)=Nc2ccccc21,0.003859,1.057,0.2731,0.8236,0.038,0.274,0.7954,-18.001,2.578
2,117,CC(=O)OC1C#CC=CC#CCC2C(=O)N(C(=O)OC(C)(C)C)C12,0.2561,1.056,0.273,0.8233,0.0378,0.2734,0.7896,-18.065,2.597
2,118,CCOC(=O)CNC1=C2Sc3ncnc(N(C)C)c3N=C2CC(C)(C)C1,0.3897,1.056,0.2729,0.8232,0.0378,0.2734,0.7895,-18.072,2.599
2,119,Cc1nc(C)c(COC(=O)c2cc(OCc3nc(C)c(C)nc3C)c(OCc3nc(C)c(C)nc3C)c(OCc3nc(C)c(C)nc3C)c2)nc1C,0.1307,1.058,0.2728,0.8231,0.0378,0.2738,0.7894,-18.084,2.604
2,120,O=C(O)CN1CCN(CC(=O)O)CCN(CC(Cc2ccc([N+](=O)[O-])cc2)N(CC(=O)O)CC(=O)O)CC1,0.629,1.056,0.2727,0.8231,0.0378,0.274,0.7897,-18.085,2.604
2,121,C[N+](C)(C)CCOP(=O)([O-])OCC(COC=O)OC=O,0.4003,1.057,0.2726,0.8229,0.0378,0.2735,0.794,-18.082,2.61
2,122,Cc1cnn(CC2CN(CCCS(=O)(=O)N(C)C)CCO2)c1,0.2298,1.061,0.2725,0.8229,0.0378,0.2735,0.7928,-18.075,2.61
2,123,CCOc1noc(-c2nn[nH]n2)c1CC(N)C(=O)O,0.3834,1.059,0.2725,0.8227,0.0378,0.2736,0.7926,-18.095,2.618
2,124,CCC(CO)NCCNC1(CO)CCCC1,0.1667,1.057,0.2724,0.8227,0.0378,0.2735,0.7937,-18.095,2.619
2,125,O=C1N2CC(CCC2C(O)=NC2CCNCC2)N1OS(=O)(=O)O,0.4987,1.057,0.2723,0.8227,0.0377,0.2714,0.7935,-18.099,2.62
2,126,C=CCNS(=O)(=O)c1cc(S(N)(=O)=O)c(Cl)cc1N=CC=C(C)O,0.4703,1.062,0.2722,0.8226,0.0377,0.2716,0.7951,-18.107,2.623
2,127,Cn1c(=O)n(C)c(=O)n(CC(O)CS(=O)(=O)CC(=O)NN)c1=O,0.4073,1.06,0.2721,0.8226,0.0377,0.273,0.796,-18.116,2.626
2,128,C=CCC(CC(CC(CC(CC(CC(CC(OC)C(C)=CCCCCC)OC)OC)OC)OC)OC)OC,0.05158,1.06,0.272,0.8225,0.0377,0.2734,0.7969,-18.12,2.628
2,129,CN=C1C(Cl)=C(O)OC1O,0.08007,1.058,0.2719,0.8225,0.0377,0.2722,0.7986,-18.122,2.628
2,130,COCCNc1cc(=NC(=O)N2CCCc3cc(CN4CCS(=O)(=O)CC4=O)c(C=O)nc32)[nH]cc1C#N,0.5535,1.059,0.2718,0.8225,0.0377,0.272,0.7982,-18.123,2.629
2,131,c1nc2n(n1)CC(NCc1nc(-c3ccsc3)no1)CC2,0.433,1.058,0.2718,0.8224,0.0378,0.2731,0.8,-18.085,2.626
2,132,Fc1ccc(CN(CCn2cncn2)CCn2cncn2)c(F)c1,0.1806,1.061,0.2717,0.8223,0.0378,0.2731,0.8009,-18.085,2.63
2,133,O=S1(=O)CCCn2c1nc1nc(O)nc-1c2O,0.3911,1.058,0.2716,0.822,0.0378,0.2735,0.8018,-18.057,2.633
2,134,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CNC(C)(C)C)nc(F)c4CC3CC12,0.4799,1.058,0.2715,0.822,0.0378,0.2735,0.8031,-18.062,2.634
2,135,CC(Cl)(C=CBr)C(Cl)C=CC(=CCl)C(Cl)Cl,2.985e-07,1.05,0.2714,0.822,0.038,0.2735,0.8041,-17.974,2.624
2,136,NCC#CCN,0.01256,1.05,0.2714,0.822,0.038,0.2725,0.8042,-17.975,2.61
2,137,O=C(NCCCCCNC(=O)C1=NOC2(C=C(Br)C(=O)C(Br)C2O)C1)C1=NOC2(C=C(Br)C(=O)C(Br)C2O)C1,0.5421,1.05,0.2713,0.822,0.038,0.2729,0.8037,-17.975,2.61
2,138,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)NCCO)CCC3(C)CCC12C,0.3911,1.052,0.2712,0.8219,0.038,0.271,0.8109,-17.972,2.611
2,139,N=C(N)NCCCC1NC(=O)C2CC(N=C(N)N)CN2C(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,0.5817,1.046,0.2711,0.8217,0.0381,0.2708,0.811,-17.898,2.606
2,140,O=P(O)(O)C(F)(F)c1ccc(COCCOCc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,0.616,1.055,0.2711,0.8212,0.0384,0.2701,0.8145,-17.756,2.601
2,141,COc1ccc(N=Nc2cc(C=Nc3ccc(Oc4cccc(N=Cc5cc(N=Nc6ccc(OC)cc6)cc(OC)c5O)c4)cc3)c(O)c(OC)c2)cc1,7.871e-05,1.062,0.271,0.8207,0.0384,0.2682,0.819,-17.736,2.614
2,142,Nc1nc2c(c(=O)[nH]1)NC1C(N2)OC2COP(=O)(O)OC2C1(O)O,0.3815,1.057,0.2709,0.8204,0.0384,0.2684,0.8182,-17.739,2.623
2,143,NC1C(F)CC(C(=O)O)C1Br,0.095,1.055,0.2708,0.8204,0.0384,0.268,0.8211,-17.739,2.623
2,144,N=C(N)c1ccc2[nH]c(Cc3nc4cc(Cl)c(Cl)cc4[nH]3)nc2c1,0.4456,1.052,0.2708,0.8203,0.0384,0.269,0.8197,-17.737,2.624
2,145,O=[N+]([O-])c1ccc(CSc2nc(O)c3nc(C4OC(COP(=O)(O)O)C(O)C4O)[nH]c3n2)c(Cl)c1,0.481,1.058,0.2707,0.8199,0.0383,0.271,0.8277,-17.769,2.642
2,146,C=Cc1c(CNC23CCC(CCc4c(F)cnc5ccc(OC)nc45)(CC2)OC3)nc2c(c1C)OCC(=O)N2,0.5746,1.059,0.2706,0.8198,0.0383,0.2708,0.8299,-17.755,2.644
2,147,N=C(O)c1cccc2c(=NCC3CC=CC(=NC(O)c4cc[nH]n4)C3)[nH]cnc12,0.6328,1.057,0.2705,0.8197,0.0385,0.2708,0.829,-17.674,2.634
2,148,N=C(N)N1CCC23c4c5ccc(O)c4OC2c2[nH]c4c(c2CC3(O)C1C5)CC1(O)C2Cc3ccc(O)c5c3C1(CCN2CC1CC1)C4O5,0.5904,1.064,0.2705,0.8197,0.0385,0.2696,0.8337,-17.685,2.637
2,149,FC(F)(F)CN(CC1CC1)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,0.1615,1.06,0.2704,0.8195,0.0387,0.2688,0.8385,-17.572,2.624
2,150,C=CCCOC(=O)NC(CNC(=O)CC1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)O,0.5629,1.055,0.2703,0.8193,0.039,0.2696,0.8394,-17.45,2.611
2,151,C=C(CCC(C)C)COC(=O)C(O)CC=CCC1OC2C=CCC=CC(C)=CC3CC(O)CC(CC=CC=CC(=O)OC(C2)C1(C)CO)O3,0.3095,1.056,0.2703,0.819,0.0391,0.269,0.843,-17.371,2.609
2,152,CSCC(CNCc1c[nH]c2c(N)ncnc12)C(O)CO,0.5058,1.053,0.2702,0.819,0.0391,0.2687,0.8429,-17.363,2.608
