BO Iteration,Selected SMILES,True f,UCB+nov,eta_t,novelty_mean,novelty_std,ucb_low,ucb_high,novz_low,novz_high
59,Nc1ncnc2c1ncn2C1OC(C(=O)Nc2ccc(C(=O)N3CCCCC3)cc2)C(O)C1O,0.5858,0.778,0.0323,0.8048,0.0459,0.2899,0.8575,-13.36,3.427
60,CN(Cc1cccc(-c2cnc(N3CCN(c4ccc(C#N)nc4)CC3)nc2)c1)C(=O)CN,0.6456,0.7785,0.032,0.8045,0.0462,0.2899,0.8585,-13.265,3.409
61,CC(C)(CO)NC(=O)c1ccc(C(=O)N2CCN(c3ncccc3N)CC2)nc1,0.5966,0.7777,0.0318,0.8044,0.0463,0.2899,0.8569,-13.237,3.405
62,CCC(=O)N1CCN(c2ccc(Nc3c(C(N)=O)cnc4ccc(-c5ccc(N)nc5)cc34)cc2C(F)(F)F)CC1,0.5296,0.781,0.0315,0.8042,0.0465,0.2901,0.8576,-13.186,3.398
63,O=C(NO)c1cnc(Nc2cccc(N3CCOCC3)c2)nc1,0.5878,0.7793,0.0312,0.8038,0.0466,0.2897,0.8576,-13.136,3.396
64,CN(C)c1ccc(-c2nc3c(c(Nc4ccc(CC(=O)O)cc4)n2)SCCC3)cn1,0.6174,0.7765,0.031,0.8036,0.0468,0.2896,0.8584,-13.08,3.386
65,CC1CCN(C(=O)c2cccc(CSc3cnc(NC(=O)c4ccc(N(C)C)cc4)s3)c2)CC1,0.1492,0.7781,0.0308,0.8035,0.0469,0.2894,0.8595,-13.052,3.382
66,COc1ccc(C(CC(=O)O)Nc2ncnc3c2CN(c2ccc(Cl)cc2C#N)CC3)cn1,0.6033,0.7858,0.0305,0.8031,0.0471,0.2908,0.863,-12.99,3.377
67,COc1nc(NC(Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)nc(N2CCOCC2)n1,0.5928,0.7888,0.0303,0.803,0.0472,0.2906,0.8607,-12.968,3.374
68,CC(=O)NCC1CN(c2ccc(N3CCN(c4cncc(Cl)n4)CC3)c(F)c2)C(=O)O1,0.5691,0.7867,0.0301,0.8028,0.0473,0.2905,0.8619,-12.938,3.369
69,CCN1CCN(c2cc(C)c3cc(NC(=O)c4cnccn4)ccc3n2)CC1,0.4119,0.7852,0.0299,0.8026,0.0478,0.2906,0.8627,-12.78,3.335
70,COCCNC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,0.5574,0.7786,0.0297,0.8023,0.0482,0.2911,0.8618,-12.684,3.318
71,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2nc3c(s2)CCN(C(=O)CO)CC3)ncc1Cl,0.5417,0.7786,0.0295,0.8022,0.0482,0.291,0.863,-12.672,3.316
72,O=C1CC2(CCN(c3nccc(-c4cc(C(=O)O)ccn4)n3)CC2)CN1,0.632,0.7764,0.0293,0.8021,0.0483,0.291,0.8627,-12.649,3.313
73,CC(=O)N1CCN(c2cc(C(=O)O)nc3c(-c4cccc(O)c4)nc(N4CCOCC4)nc23)CC1,0.6205,0.7823,0.0291,0.8021,0.0483,0.2907,0.8622,-12.654,3.315
74,CC1(C(=O)N2CCOCC2)COC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NCCC#N)n3)[nH]2)OC1,0.5863,0.7838,0.0289,0.802,0.0484,0.2905,0.8684,-12.623,3.31
75,CC(C)(C)CC(=O)N1CCN(c2ccc(-c3nc(C4(c5ccc(-c6cnc(N)nc6)nc5)CCC4)no3)cn2)CC1,0.5997,0.7823,0.0287,0.8019,0.0485,0.2906,0.8699,-13.965,3.305
76,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,0.6069,0.7834,0.0285,0.8019,0.0487,0.2907,0.8704,-13.906,3.293
77,O=C(O)CCNc1nc(-c2nccs2)cc(N2CCN(c3ccc(F)cc3)CC2)n1,0.5959,0.7815,0.0283,0.8017,0.0488,0.291,0.8538,-13.866,3.287
78,CC1(C(=O)O)CCN(c2cc(N3CCCC(C(=O)NCCc4ccc(C#N)cc4)C3)nc(C(F)(F)F)n2)CC1,0.6045,0.78,0.0281,0.8015,0.049,0.2911,0.8537,-13.807,3.278
79,CS(=O)(=O)N1CCN(c2ccnc(Nc3ncc(-c4cncc(C(=O)NCCN)c4)s3)c2)CC1,0.5832,0.7793,0.028,0.8013,0.049,0.294,0.8518,-13.811,3.283
80,COc1ncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)cc1NS(=O)(=O)c1ccc(F)cc1,0.532,0.7794,0.0278,0.8013,0.049,0.2939,0.8516,-13.793,3.28
81,CC(C)n1c(CN(C)c2ncc(C(=O)NO)cn2)nc2c(N3CCOCC3)nc(-c3ccc(N)cc3)nc21,0.5637,0.7796,0.0276,0.801,0.0491,0.2939,0.8516,-13.759,3.28
82,O=C(NCC#Cc1ccc2ncc(NC3CCN(C4COC4)CC3)nc2c1)c1ccnn(Cc2ccc(F)c(F)c2)c1=O,0.6277,0.7775,0.0274,0.801,0.0492,0.2939,0.8492,-13.727,3.273
83,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)CCCN4CCCC4=O)CC3)nc2)c1,0.4569,0.7829,0.0273,0.8009,0.0494,0.2943,0.8508,-13.694,3.267
84,CC1CN(c2ccc(C#N)cn2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(=O)N4CC(F)(F)C4)c3)cc12,0.5783,0.7801,0.0271,0.8008,0.0495,0.2923,0.848,-13.646,3.259
85,Cc1cn2c(-c3cnn(CC(=O)Nc4ccc(F)cc4)c3)cnc2c(Nc2cc(CN3CCCCC3)ns2)n1,0.5235,0.7823,0.027,0.8007,0.0495,0.2925,0.8476,-13.645,3.259
86,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(O)=Nc4ccc(N5CCN(C(=O)OC)CC5)nc4)c(F)c3)c2C1=O,0.5931,0.7812,0.0268,0.8007,0.0496,0.2925,0.8477,-13.631,3.257
87,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(F)c(-c2cnc3ccccn23)n1,0.5634,0.7804,0.0267,0.8006,0.0496,0.2922,0.8473,-13.613,3.254
88,O=C(c1ccnc(N=C(O)Cc2nc(C3CC3)oc2C2CC2)c1)c1cn(C2COC2)c2ccncc12,0.5745,0.7795,0.0265,0.8004,0.0499,0.2923,0.8482,-13.535,3.241
89,COc1ncnc2c1C(=O)N(c1ccc(C3CCC(CC(=O)O)CC3)cc1)CCO2,0.63,0.7814,0.0264,0.8004,0.0499,0.2921,0.8481,-13.521,3.239
90,O=C(NCCO)C1CCN(c2nc(-c3ccnc(NC4CCOCC4)c3)cc3cnccc23)CC1,0.6813,0.784,0.0262,0.8002,0.0499,0.2919,0.8509,-13.519,3.242
91,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCOCC4)sc3c2)cc1C#N,0.5663,0.7868,0.0261,0.8001,0.05,0.2908,0.8507,-13.497,3.238
92,COc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(C(=O)O)o4)CC3)c2c1,0.6681,0.7868,0.0259,0.8,0.0501,0.2908,0.8508,-13.474,3.235
93,O=C(NCCO)c1ccc(-c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)cc1,0.636,0.7918,0.0258,0.7999,0.0501,0.2901,0.8519,-13.467,3.237
94,CCNC(=O)N1CCC(Nc2cc(-c3c(-c4ccc(F)cc4)nc(SC=CC(=O)O)n3C)ccn2)CC1,0.601,0.7897,0.0256,0.7997,0.0503,0.2899,0.8509,-13.421,3.23
95,O=C(NCCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)c1cnccn1,0.6494,0.7898,0.0255,0.7996,0.0503,0.2898,0.8512,-13.404,3.228
96,COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)c2cc1OC,0.6126,0.7878,0.0254,0.7995,0.0506,0.2896,0.8524,-13.325,3.213
97,COc1cc2nc(N3CCC(Nc4ccc(C(=O)O)cn4)CC3)nc(N)c2cc1OC,0.6191,0.7891,0.0253,0.7989,0.0509,0.2892,0.8514,-13.245,3.208
98,CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NCC4CCN(c5ccc(Br)cn5)CC4)cc3)oc12,0.2644,0.7908,0.0251,0.7984,0.051,0.2889,0.8514,-13.2,3.21
99,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4(C)CCCO4)ncc23)ccn1,0.5442,0.7895,0.025,0.7983,0.051,0.29,0.8556,-13.192,3.211
100,O=C(O)c1cn(CC2CCCN(c3nccc4occc34)C2)nn1,0.5899,0.7901,0.0249,0.7982,0.0513,0.29,0.8556,-13.128,3.198
101,CC1COCCN1c1nc(N2CCCC(CO)C2)nc2nc(-c3cccc(C(N)=O)c3)ccc12,0.6665,0.792,0.0248,0.7981,0.0513,0.2898,0.8565,-13.131,3.199
102,Cc1cccc2c(=O)[nH]c(-c3cnc(N4CCN(C(=O)C5CC5)CC4)nc3)cc12,0.5751,0.795,0.0246,0.798,0.0514,0.2894,0.8605,-13.082,3.19
103,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4C)n2)CN(c2cnccn2)CC3)cc1,0.6326,0.7929,0.0245,0.7979,0.0515,0.2894,0.8604,-13.071,3.19
104,O=C(C1CCOC1)N1CC=C(c2ccc(N=C(O)N3Cc4ccncc4C3)cn2)CC1,0.6454,0.7935,0.0244,0.7979,0.0515,0.2893,0.8585,-13.057,3.187
105,N#CCC1(n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)OCC2CCOC2)CC1,0.5961,0.7997,0.0243,0.7978,0.0516,0.2891,0.86,-13.045,3.185
106,Cn1cc(-c2ncc3c(c2C(=O)O)CCN(Cc2ccccn2)C3)cn1,0.5681,0.7956,0.0242,0.7978,0.0517,0.2891,0.8591,-13.016,3.18
107,O=C(c1ccncc1F)N1CCc2ncnc(-c3ccncc3)c2CC1,0.3414,0.7963,0.0241,0.7976,0.0517,0.2891,0.8599,-13.011,3.182
108,COc1cc(C(=O)O)cc(-c2nc3nc(N4CCCC(C(=O)N5CCCC5)C4)ccc3[nH]2)n1,0.6146,0.7976,0.0239,0.7975,0.0517,0.2883,0.8592,-13.002,3.183
109,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CCC(C(=O)N5CCC(O)CC5)C4)cc3)nn3cccc23)n[nH]1,0.6245,0.8015,0.0238,0.7974,0.0518,0.2878,0.8593,-12.991,3.182
110,CN(C(=O)c1nccs1)C1CCCN(c2nc(Cl)nc3cc(N4CCOCC4)ccc23)C1,0.4006,0.7995,0.0237,0.7974,0.0518,0.2875,0.8615,-12.978,3.179
111,Cc1ccc(NC(=O)N2CCOC(CO)C2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.6824,0.7999,0.0236,0.7974,0.0518,0.2878,0.8589,-12.97,3.178
112,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C(=O)C3CC3)cn4C)n2)cc1CN1CCC(O)C1,0.628,0.8,0.0235,0.7973,0.052,0.2872,0.8594,-12.922,3.169
113,O=C(O)CNc1cc(-c2cc(C(=O)NC3CC3)ccn2)c2cc[nH]c2n1,0.588,0.8006,0.0234,0.7973,0.0521,0.287,0.8603,-12.913,3.167
114,O=C(Nc1ccc(O)c(Cl)c1)C1CCN(CC(=O)N2CCN(c3ccc(-c4cnccn4)cc3)CC2)C1,0.7174,0.7992,0.0233,0.7972,0.0521,0.287,0.8599,-12.913,3.168
115,N#Cc1c[nH]c(C(=O)Nc2ccc(C3CCN(CC(=O)O)CC3)cc2C2=CCCCC2)n1,0.6584,0.8003,0.0232,0.7971,0.0523,0.2861,0.8603,-12.861,3.158
116,O=C(Nc1ccc(CN2CC(C(=O)O)C2)cc1)c1cc(N(CC2CC2)C2CCCCC2)ncn1,0.6965,0.8054,0.0231,0.797,0.0523,0.2855,0.8609,-12.838,3.154
117,Cn1cc(-c2cnc(C3CCN(C(=O)OC4C5CC6CC4CC(C(=N)O)(C6)C5)C3)nc2)ccc1=O,0.6077,0.8089,0.023,0.7968,0.0524,0.2851,0.8619,-12.824,3.157
118,CC(=O)N1CCC(c2cncc(-c3cnc4c(c3)CCCN4C(=N)O)c2)CC1,0.6523,0.8111,0.0229,0.7966,0.0523,0.2848,0.8627,-12.84,3.164
119,Cc1cnc(N2CC3CN(Cc4ccco4)CCCC3(C(=O)O)C2)nc1,0.5767,0.8067,0.0228,0.7966,0.0524,0.2843,0.8631,-12.812,3.158
120,Cc1ccc(Nc2nccc(C3CCN(C(=O)CO)C3)n2)nc1,0.5724,0.8081,0.0227,0.7965,0.0524,0.2843,0.8631,-12.818,3.162
121,O=C(O)Cn1c2c(c3cc(F)ccc31)CC(N(CC1CC1)c1ncc(Cl)cn1)CC2,0.3571,0.8073,0.0226,0.7964,0.0524,0.2842,0.8631,-12.811,3.162
122,CC(=O)N1CCCCC1C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1,0.6505,0.808,0.0225,0.7964,0.0525,0.2836,0.8652,-12.782,3.156
123,Cc1cn(C2CC(O)C(CNC(=O)Nc3ccc(N4CCCCC4)cc3)O2)c(=O)[nH]c1=O,0.6223,0.8091,0.0225,0.7962,0.0525,0.2833,0.8646,-12.788,3.161
124,CSc1ccc(-c2ccc(C(=O)NCC3CCCO3)c(N3CCC(O)CC3)n2)cc1,0.4498,0.8115,0.0224,0.7959,0.0526,0.2834,0.8645,-12.75,3.16
125,CCc1ccc(NC(=O)C2CCN(S(=O)(=O)c3c(C)nc(O)nc3O)CC2)cc1,0.5983,0.8083,0.0223,0.7958,0.0527,0.2835,0.8641,-12.739,3.159
126,CC(=O)c1ccc(NC(=O)CN2CCN(c3ncccn3)CC2)cc1,0.5211,0.8055,0.0222,0.7953,0.0529,0.2834,0.8645,-12.663,3.151
127,Cn1cc(-c2cc(Oc3ccc(N=C(O)N4CCN(C5CCCCC5)C4=O)nc3)ccn2)cn1,0.6498,0.8057,0.0221,0.7949,0.0533,0.2834,0.864,-12.56,3.135
128,CC(O)=NCC(=O)N1CC(N2CCc3c(-c4cnc(=N)[nH]c4)nc(N4CCOCC4)nc32)C1,0.5624,0.8061,0.022,0.7949,0.0533,0.2832,0.8655,-12.558,3.136
129,CC(=O)Nc1ccc2c(c1)N(c1cc(NC3CC3)n3ncc(C#N)c3n1)CCC2,0.584,0.8051,0.0219,0.7948,0.0536,0.2832,0.8656,-12.499,3.122
130,Cc1cccc(-c2csc(N3CCC4(C(=O)O)CC4C3)n2)c1OCc1cnc2c(c1)CCN(C1CCOCC1)C2,0.5882,0.8055,0.0218,0.7947,0.0536,0.283,0.8679,-12.493,3.122
131,N=c1[nH]ccc2cc(CC(C(=O)O)N3CCC(NS(=O)(=O)c4cnc(N5CCC5)s4)C3=O)c(Cl)cc12,0.5777,0.8062,0.0218,0.7947,0.0537,0.2829,0.8676,-12.47,3.118
132,O=C(COC(=O)c1cnc(O)nc1O)Nc1cccc(S(=O)(=O)N2CCCCC2)c1,0.5809,0.8075,0.0217,0.7947,0.0538,0.2828,0.8672,-12.445,3.112
133,CC(=O)N1CCC(n2cc(-c3cnc(N)c4oc(-c5cccc(O)c5)cc34)cn2)CC1,0.6231,0.8077,0.0216,0.7941,0.0544,0.2828,0.867,-12.303,3.089
134,Cc1cc(C)n2ncc(C(=O)NC3CCC(NC(=O)c4cc(F)cnc4Oc4cccc(-c5ccc(O)cc5CN5CCOCC5)c4)CC3)c2n1,0.4949,0.8082,0.0215,0.7941,0.0544,0.2826,0.8685,-12.288,3.086
135,COCCNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CC(=O)N2CCCCC2)c1=O,0.6166,0.8066,0.0214,0.794,0.0545,0.2826,0.869,-12.284,3.086
136,CC(=O)N1CCC(C(O)=Nc2cnc(Nc3ccc(OC(C)C)c(F)c3)n(Cc3ccc(Cl)cc3)c2=O)CC1,0.423,0.8072,0.0214,0.7939,0.0545,0.2827,0.8676,-12.27,3.086
