Trial,Iteration,Selected SMILES,True f,UCB+nov,eta_t,novelty_mean,novelty_std,ucb_low,ucb_high,novz_low,novz_high
1,62,Cc1nc2nc3c(c(O)n2n1)n(CCN1CCCCC1)c(=O)n3C1OC(CO)C(O)C1O,0.5358,1.122,0.2815,0.8143,0.0442,0.2271,0.7373,-14.257,2.689
1,63,N#CCCn1cnc2c(Br)c(Br)c(Br)c(Br)c21,0.006125,1.126,0.2812,0.8139,0.044,0.227,0.7519,-14.317,2.712
1,64,COP1OCC2CCCC2O1,0.0004816,1.123,0.281,0.8138,0.044,0.2267,0.7478,-14.314,2.713
1,65,NCCC1CN=CN1,0.02108,1.116,0.2808,0.8138,0.044,0.2263,0.7481,-14.324,2.716
1,66,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0.0,1.114,0.2805,0.8138,0.044,0.226,0.7476,-14.326,2.716
1,67,CC1(C)CN1P(=O)(NC(=O)OCCN=C1C(O)=C(Cl)C(=NCCOC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)C(O)=C1Cl)N1CC1(C)C,0.3631,1.112,0.2803,0.8138,0.044,0.2259,0.7471,-14.327,2.717
1,68,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(OC)CC(OC)C(C)C(C(C)C)O2)OC1=O,0.265,1.109,0.2801,0.8138,0.044,0.2258,0.7476,-14.336,2.719
1,69,O=[N+]([O-])c1cc2cc(-c3nn[nH]n3)c(O)nc2cc1[N+](=O)[O-],0.468,1.108,0.2799,0.8137,0.0439,0.2258,0.7476,-14.345,2.723
1,70,COC12C(COC(N)=O)C3=C(C(=O)C(CSCCO)=C(N)C3=O)N1CC1NC12,0.4882,1.112,0.2797,0.8135,0.0438,0.2237,0.7484,-14.383,2.737
1,71,OCCN(CCO)c1nc(NCc2ccc3c(c2)OCO3)c2nc(N(CCO)CCO)nc(NCc3ccc4c(c3)OCO4)c2n1,0.5359,1.103,0.2795,0.8133,0.0441,0.2234,0.7516,-14.279,2.721
1,72,CC1CN(CC(=O)Nc2nc3cc4nc(NC(=O)CN5CC(C)NCC5C)sc4cc3s2)C(C)CN1,0.5143,1.108,0.2793,0.8131,0.0441,0.2236,0.7604,-14.288,2.728
1,73,c1c2n[nH]c1CNCCN1CCNCc3cc(n[nH]3)CNCCN(CCNC2)CCNCc2cc([nH]n2)CNCC1,0.5255,1.104,0.2791,0.8131,0.044,0.2236,0.766,-14.297,2.731
1,74,NCC(O)c1cc(O)c2c(c1)SCC(C(=O)O)N2,0.4991,1.102,0.2789,0.813,0.044,0.2242,0.7752,-14.299,2.732
1,75,CCC(CNC(=O)NCCCCNC(=O)NCC(CC)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,0.1104,1.101,0.2787,0.813,0.044,0.224,0.7743,-14.316,2.737
1,76,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,0.06886,1.101,0.2785,0.8128,0.0439,0.2241,0.77,-14.334,2.745
1,77,COCCCNc1cc(C)nn2cnnc12,0.1335,1.094,0.2783,0.8128,0.0439,0.2251,0.7663,-14.336,2.747
1,78,CCOP(=O)(C=C=C(C)C)OCC,0.002051,1.093,0.2781,0.8126,0.0438,0.2247,0.7643,-14.366,2.756
1,79,O=C1CN2C(=O)CCCCC2N1,0.02691,1.092,0.278,0.8126,0.0438,0.2249,0.765,-14.378,2.76
1,80,CC=CC=CC(=O)OCC1OC2C(Oc3nc(=N)ccn32)C1OC(=O)C=CC=CC,0.5004,1.09,0.2778,0.8125,0.0437,0.2256,0.765,-14.409,2.769
1,81,CC(C)Nc1nc(NC(C)C)nc(SCC(N)=O)n1,0.3395,1.093,0.2776,0.8124,0.0436,0.2255,0.7714,-14.409,2.77
1,82,O=C1Nc2ccc(Cl)cc2C(OCC=C(Cl)Cl)(C(F)(F)F)O1,0.01971,1.093,0.2774,0.8123,0.0436,0.2255,0.7707,-14.424,2.776
1,83,NCC1OC(OC2C(N)CC(N)C(O)C2NCCNC(=O)C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(N)C(O)C1O,0.4839,1.092,0.2773,0.812,0.0434,0.222,0.7717,-14.478,2.794
1,84,NNc1nnc(-c2nnc(NN)o2)o1,0.2097,1.092,0.2771,0.8119,0.0435,0.2219,0.7787,-14.456,2.795
1,85,CN=C(S)n1nccc1N,0.03886,1.087,0.277,0.8118,0.0435,0.222,0.7793,-14.458,2.796
1,86,O=c1sc2c(s1)SSSSS2,3.006e-05,1.087,0.2768,0.8118,0.0434,0.2219,0.7784,-14.465,2.797
1,87,COCC1OC(=O)c2coc3c2C1(C)C1=C(C3=O)C2CCC(=O)C2(C)CC1OC(=O)CN(C)c1ccc([N+](=O)[O-])c2nonc12,0.5604,1.081,0.2767,0.8118,0.0434,0.2221,0.7786,-14.465,2.798
1,88,C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(NC)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5467,1.086,0.2765,0.8118,0.0434,0.2223,0.7823,-14.466,2.799
1,89,C=CCSSCC=C,2.996e-07,1.086,0.2764,0.8115,0.0434,0.2221,0.7959,-14.482,2.808
1,90,CN1C2COCC1CC(N=C(O)c1cn(CC(F)F)c3ncc(F)cc13)C2,0.1642,1.084,0.2762,0.8115,0.0434,0.222,0.7962,-14.482,2.809
1,91,CCc1nc2c(o1)C(O)=CC(=NCCN(C)C)C2=O,0.3718,1.082,0.2761,0.8115,0.0433,0.2212,0.7925,-14.487,2.812
1,92,COC(=O)CCc1c2c(c(CC(C)N)c3c1OCC3)OCC2,0.2531,1.086,0.2759,0.8114,0.0433,0.2208,0.792,-14.516,2.82
1,93,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(O)ccc1O,1.604e-08,1.084,0.2758,0.8113,0.0432,0.2208,0.792,-14.525,2.823
1,94,ClC(Br)Br,0.0,1.082,0.2756,0.8112,0.0433,0.2207,0.7922,-14.483,2.819
1,95,COc1cc(N2CCc3c(c(O)nc4nc(N)nc(N)c34)C2)cc(OC)c1OC,0.4707,1.08,0.2755,0.8111,0.0433,0.2207,0.7922,-14.484,2.669
1,96,CSCCC(NC(=O)CN(c1nc(Cl)nc2[nH]cnc12)C1CC1)C(=O)O,0.5156,1.084,0.2754,0.8102,0.0432,0.2206,0.7948,-14.506,2.699
1,97,Nc1ccn(C2CCC(COP(=O)(O)OCC3CCC(n4ccc(N)nc4=O)O3)O2)c(=O)n1,0.5112,1.085,0.2753,0.8101,0.0432,0.22,0.8,-14.51,2.702
1,98,COC(=O)C1CSCc2c(O)cc(O)c(C)c2C(=O)OCC(NC(=O)C2C(O)CCN2C(=O)OC(C)(C)C)C(=O)N1,0.5334,1.086,0.2751,0.8101,0.0432,0.2197,0.8034,-14.512,2.704
1,99,COCCOCCON=CC12CC3C(C)CCC3C3(C=O)CC1C=C(C(C)C)C23C(=O)O,0.6163,1.085,0.275,0.81,0.0431,0.2198,0.8053,-14.528,2.71
1,100,CC1=CCC(C(C)(O)CCCC(C)(C)NC(=S)NN)CC1,0.275,1.09,0.2749,0.8099,0.0431,0.2189,0.8054,-14.523,2.711
1,101,CC(C)C#Cc1cnc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)c1cnccn1)O2,0.5395,1.09,0.2748,0.8099,0.0431,0.2191,0.8054,-14.532,2.713
1,102,COCc1n[nH]c2c1C(C1C=CCCC1)C(C#N)=C(N)O2,0.4667,1.091,0.2746,0.8097,0.0432,0.2187,0.8126,-14.51,2.714
1,103,CC(=O)CCN1CC2CN=NC2(C#N)C1,0.1981,1.095,0.2745,0.8096,0.0432,0.2195,0.8132,-14.506,2.715
1,104,S=c1[nH]nc(Cc2n[nH]c(=S)s2)s1,0.03581,1.089,0.2744,0.8096,0.0432,0.2195,0.8132,-14.509,2.716
1,105,CC1CN2c3c(cc4c(N5CC(CN=[N+]=[N-])OC5=O)noc4c3F)CC3(C(O)=NC(=O)N=C3O)C2C(C)O1,0.4924,1.089,0.2743,0.8096,0.0432,0.2194,0.8135,-14.511,2.716
1,106,O=C(O)COCC(O)C(O)C=CC=CC#CC=CC(O)COc1ccc(F)cc1,0.5857,1.085,0.2742,0.8096,0.0433,0.2191,0.814,-14.463,2.709
1,107,NC(=O)CC1(O)C=CC(=O)C=C1,0.368,1.09,0.2741,0.8095,0.0433,0.2193,0.8133,-14.473,2.712
1,108,O=C1NCCc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C(O)CNC(=O)C(=NO)Cc2cc(Br)c(O)c(c2)Oc2ccc(cc2Br)CC1=NO,0.0526,1.088,0.2739,0.8095,0.0432,0.218,0.813,-14.477,2.714
1,109,N=C(N)Nc1nc(CSCCNC2=NS(=O)(=O)c3cscc32)cs1,0.437,1.089,0.2738,0.8095,0.0433,0.2186,0.8155,-14.469,2.713
1,110,COC(=O)CSC(=S)Nc1nnc(NC(=S)SCOC(C)=O)n1C(=S)SCC(=O)OC,0.3623,1.087,0.2737,0.8094,0.0432,0.2183,0.8156,-14.473,2.715
1,111,CN(C)N=Nc1ncn(C2CCCO2)c1C(N)=O,0.411,1.086,0.2736,0.8094,0.0432,0.2182,0.817,-14.475,2.715
1,112,COC(=O)NCC=Cc1nc(CCCO)co1,0.4558,1.087,0.2735,0.8094,0.0432,0.2185,0.8214,-14.484,2.718
1,113,CCOCC1CN(S(C)(=O)=O)Cc2cnn(C)c21,0.1382,1.088,0.2734,0.8093,0.0432,0.218,0.8211,-14.49,2.72
1,114,CCCCOC(=O)C(C)NP(=O)(NC(C)C(=O)OCCCC)OCC1OC(n2cnc3c(OC)nc(N)nc32)C(C)(O)C1O,0.4785,1.086,0.2733,0.8093,0.0432,0.2201,0.8171,-14.5,2.724
1,115,O=C(NCCCCCNC(=O)C1=NOC2(C=C(Br)C(=O)C(Br)C2O)C1)C1=NOC2(C=C(Br)C(=O)C(Br)C2O)C1,0.5421,1.083,0.2732,0.8091,0.0433,0.2201,0.817,-15.855,2.718
1,116,COC(CC(C)C(O)C=CC=CCNC(=O)C(C)(C)C(O)C(C)=CC=CC=CC(C)=C(C)[N+](=O)[O-])C1(O)C(C)C(=O)N(C)C12COC2=O,0.6064,1.083,0.2731,0.8091,0.0433,0.2199,0.8208,-15.853,2.718
1,117,CC(C)C1(O)C(OC(=O)c2ccc[nH]2)C2(O)C3(C)CC4(O)OC5(C(O)C(CSC(C)(C)C)CCC35O)C2(O)C41C,0.5021,1.093,0.273,0.8091,0.0433,0.2201,0.8256,-15.856,2.719
1,118,CC(CCn1cc[n+](C)c1C=NO)C(C)(C)[N+](=O)[O-],0.4369,1.09,0.2729,0.8091,0.0433,0.2204,0.8265,-15.846,2.719
1,119,COc1nn(CC(=O)N2N=C(C)CC2(O)C(F)F)cc1[N+](=O)[O-],0.4214,1.097,0.2728,0.809,0.0433,0.22,0.8278,-15.841,2.719
1,120,Cc1c(C=NNC(=O)c2no[n+]([O-])c2C)no[n+]1[O-],0.3573,1.092,0.2727,0.809,0.0433,0.2199,0.8279,-15.846,2.72
1,121,CC1CCC(C(C)C)C(OC(=O)N(CCCCCCc2cn(CCCCCCc3c[nH]c(N)n3)nn2)CCc2ccccn2)C1,0.1325,1.087,0.2726,0.809,0.0433,0.2197,0.8285,-15.841,2.721
1,122,CCC(C)C=C(C)C=CC1=CC2=C(Cl)C(=O)C3(C)OC(=O)C(C(C)=O)=C3C2=CO1,0.2428,1.091,0.2725,0.8088,0.0433,0.219,0.8268,-15.859,2.728
1,123,CC#CC#CC=C1C=CC2(CCCCO2)O1,8.283e-05,1.083,0.2725,0.8088,0.0432,0.2191,0.8266,-15.864,2.73
1,124,CC(C)=CCN1CCN(Cc2cc(CC(C)C)n[nH]2)CC1CCO,0.07935,1.079,0.2724,0.8088,0.0432,0.2188,0.8277,-15.866,2.73
1,125,O=C(O)COCC=C1CC2CC(O)C(C=NNC(=O)Nc3ccc(Cl)c(Cl)c3)C2C1,0.619,1.076,0.2723,0.8087,0.0433,0.2183,0.8271,-15.858,2.731
1,126,OCC1C2COC3C2OC1C3n1cnc2c(Cl)ncnc21,0.3902,1.079,0.2722,0.8085,0.0432,0.2175,0.831,-15.872,2.738
1,127,C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)C34OC3C=CS4)CC1C1OC12,0.3002,1.079,0.2721,0.8084,0.0432,0.2175,0.837,-15.857,2.738
1,128,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(Cc4cn(C)[n+](CCO)c4)C3)C(C)C12,0.5567,1.078,0.272,0.8084,0.0432,0.2175,0.837,-15.856,2.739
1,129,CC(O)(C#Cc1cc2c(cc1F)C1CC(C1)n1c-2nc(C(N)=O)c1-c1nc(C2CC2)n[nH]1)CO,0.5348,1.079,0.2719,0.8083,0.0433,0.2174,0.8374,-15.831,2.736
1,130,C#CCO,0.0,1.078,0.2718,0.8083,0.0433,0.2176,0.8371,-15.829,2.737
1,131,O=C1COc2ccc(CNC34CCC(CC5(O)CN6C(=O)CCc7ncc(F)c5c76)(CC3)OC4)nc2N1,0.58,1.073,0.2718,0.8083,0.0433,0.2178,0.8375,-15.83,2.737
1,132,Oc1cnnc(NN=CC2CC=CCC2)n1,0.4014,1.075,0.2717,0.8082,0.0434,0.2171,0.8358,-15.809,2.735
1,133,Cc1ncc(CO)c(C=NCCCCCCN=Cc2c(CO)cnc(C)c2O)c1O,0.6353,1.077,0.2716,0.8082,0.0434,0.2169,0.8349,-15.81,2.736
1,134,OCc1cc(-c2nc(C(O)C(O)C(O)CO)c[nH]2)no1,0.496,1.079,0.2715,0.8082,0.0433,0.2168,0.833,-15.814,2.737
1,135,C=C1CCOC2(C(O)C(C)(O)CO)NC(=O)C1(NO)NC2=O,0.468,1.08,0.2714,0.8082,0.0434,0.217,0.834,-15.812,2.737
1,136,C=CCN1C(=O)C(Cc2ccc(O)c(O)c2)C(=O)N(CC=C)C1=O,0.5698,1.079,0.2714,0.8082,0.0434,0.2166,0.8332,-15.812,2.737
1,137,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,0.4206,1.08,0.2713,0.808,0.0433,0.2157,0.8318,-15.837,2.746
1,138,O=P(O)(O)COc1cccc2c1-c1nc(Cl)sc1C2,0.3931,1.079,0.2712,0.808,0.0433,0.2156,0.8321,-15.844,2.748
1,139,CC1(C)C2CCC(CCOc3ccc(CCC(N)(CO)CO)cc3)C1C2,0.4355,1.08,0.2711,0.8079,0.0432,0.2153,0.8306,-15.871,2.755
1,140,Cc1nc(C(O)=Nc2csc(C34COC(C)CC3CSC(=N)N4)n2)c(C)o1,0.4941,1.082,0.2711,0.8077,0.0431,0.2156,0.83,-15.885,2.763
1,141,CC(=O)Oc1c(C)nc(N=Nc2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)c2c1COP(=O)(O)OC2,0.4637,1.083,0.271,0.8077,0.0432,0.2156,0.8279,-15.847,2.757
1,142,COc1cc(C=CC(=O)OCC2COC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCO2)ccc1O,2.136e-05,1.08,0.2709,0.8076,0.0432,0.2149,0.8285,-15.849,2.758
1,143,CSC1OC(C(NC(=O)c2ncccc2C)C(C)Cl)C(O)C(O)C1O,0.416,1.074,0.2708,0.8076,0.0433,0.1946,0.8305,-16.246,2.755
1,144,CSC(S)=NCCCC[S+](C)[O-],0.002379,1.074,0.2708,0.8075,0.0433,0.1946,0.8328,-16.241,2.757
1,145,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(OC(=O)CNC(=O)C(F)(F)F)C12,0.4737,1.072,0.2707,0.8075,0.0433,0.1947,0.8334,-16.242,2.757
1,146,COCCNc1nc(C)c(-c2nc3c(C)nccc3s2)c(NC2CC(C(C)(C)O)C(O)C2O)n1,0.5008,1.073,0.2706,0.8075,0.0433,0.1946,0.835,-16.244,2.759
1,147,COc1nc(NC(=O)NS(=O)(=O)c2ccoc2COCCF)nc(OC)n1,0.4129,1.073,0.2705,0.8074,0.0433,0.1945,0.8363,-16.218,2.756
1,148,CCCCC1CCCCC(C)C(O)c2cc(O)c(c(O)c2)C(CCCCCl)CCCCC(C)C(O)c2cc(O)c1c(O)c2,0.004634,1.073,0.2705,0.8073,0.0433,0.1945,0.8358,-16.216,2.757
1,149,CN(C)CCNC(=O)c1nc(NC(=O)c2nc(NC(=O)CCNC(=O)c3nc(NC=O)cn3C)cn2C)cn1C,0.4846,1.071,0.2704,0.8073,0.0433,0.1929,0.8393,-16.223,2.759
1,150,C=CCC1NS(=O)(=O)OCC1NC(=O)OCC(Cl)(Cl)Cl,0.3694,1.068,0.2703,0.8073,0.0433,0.1928,0.8399,-16.217,2.76
1,151,CC1SC(=O)NC1C(=O)NCCO[N+](=O)[O-],0.3619,1.069,0.2703,0.8073,0.0433,0.193,0.8402,-16.217,2.76
