Trial,Beta,Round,Pick,PickTotal,Selected SMILES,UCB,True f,Method
,,7,1,5,O=C(c1ccc(Cl)cn1)N1CCN(C(=O)c2cc(Cc3nnc(O)c4c3NCCC4)ccc2F)CC1,0.7502,0.6155,BUCB
,,7,2,5,CC(C)C(NC(=O)COc1cccc2ccccc12)C(=O)NC(CC(=O)O)C(=O)CSc1nc(-c2ccccc2)no1,0.735,0.5795,BUCB
,,7,3,5,Cc1cc(=N)[nH]c(C)c1CN=C(O)c1cnn(Cc2ccc(Cn3ccc(O)n3)cc2)c1,0.7154,0.5631,BUCB
,,7,4,5,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)Nc1cccc2cccnc12,0.7137,0.6707,BUCB
,,7,5,5,O=C(O)CC(NC(=O)c1cncc(S(=O)(=O)NC2CC2)c1)C(=O)COC(=O)c1cccc2ccccc12,0.717,0.5988,BUCB
,,8,1,5,Cc1cc(O)cc(C)c1CC(N)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc2ccccc2c1)C(N)=O,0.7867,0.6462,BUCB
,,8,2,5,O=C(OCc1ccccc1)N1CCCN(C(=O)c2cc(Cc3nnc(O)c4c3CCCC4)ccc2F)CC1,0.7634,0.6555,BUCB
,,8,3,5,O=C(CCCCCC(NC(=O)c1ccc2ccccc2n1)C(=O)Nc1cccc2cccnc12)NO,0.738,0.6565,BUCB
,,8,4,5,Cc1cc(=N)[nH]c(C)c1CN=C(O)c1cnn(Cc2ccc(CN3C(=O)CCC3=O)cc2)c1,0.7199,0.5923,BUCB
,,8,5,5,CC(C)C(NC(=O)C(=O)Nc1cccc2ccccc12)C(=O)NC(CC(=O)O)C(=O)COC(=O)c1c(Cl)cccc1Cl,0.7299,0.5533,BUCB
,,9,1,5,Cc1cc(O)cc(C)c1CC(N)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)Nc1ccc2ncccc2c1,0.8119,0.6717,BUCB
,,9,2,5,CC(=O)N1CCN(C(=O)c2cc(Cc3nnc(O)c4c3CCCC4)ccc2F)CC1,0.7676,0.5903,BUCB
,,9,3,5,O=C(O)CC(NC(=O)C(CCc1ccccc1)NC(=O)C(=O)Nc1cccc2ccccc12)C(=O)COc1c(F)c(F)cc(F)c1F,0.7707,0.5911,BUCB
,,9,4,5,CC(C)CC(CC(=O)NO)C(=O)NC(Cc1ccc2ccccc2c1)C(=O)NCCc1ccc(O)cc1,0.7524,0.6392,BUCB
,,9,5,5,O=C(O)CCC(NC(=O)CCC(NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)N1CCC2(CCCC2)CC1)C(=O)Nc1cccc2cccnc12,0.7412,0.4203,BUCB
,,10,1,5,Cc1cc(C)c(CC(NC(=O)C2CCCN2C(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(N)=O)c(C)c1,0.7999,0.6168,BUCB
,,10,2,5,O=C(c1ccco1)N1CCN(C(=O)c2cc(Cc3nnc(O)c4c3NCCC4)ccc2F)CC1,0.7644,0.6101,BUCB
,,10,3,5,CC(C)CC(NC(=O)C(Cc1cccc2ccccc12)NC(=O)c1ccc2ccccc2n1)B(O)O,0.7708,0.6062,BUCB
,,10,4,5,Cc1ccnc(NCCCC(=O)NCC(=O)NC(CC(=O)O)c2ccc(-c3cccc4ccccc34)cc2)c1,0.7493,0.5929,BUCB
,,10,5,5,CCCC1C(=O)N(C(Cc2ccc3ccccc3c2)C(=O)NC)CCN1C(=O)C(Cc1ccc(F)cc1)NC(=O)C1CCCCN1,0.7689,0.6621,BUCB
,,11,1,5,CCCC1C(=O)N(C(Cc2ccc3ccccc3c2)C(=O)NC)CCN1C(=O)C(Cc1ccc(F)cc1)NC(=O)C1(N)CCCC1,0.7985,0.6675,BUCB
,,11,2,5,O=C(O)CC(NC(=O)OCc1ccccc1)C(=O)CONC(=O)CCc1cccc2ccccc12,0.7731,0.632,BUCB
,,11,3,5,Cn1cncc1C(=O)N1CCCN(C(=O)c2cc(Cc3nnc(O)c4c3CCCC4)ccc2F)CC1,0.7586,0.6233,BUCB
,,11,4,5,CC(C)(C)NC(=O)c1ccccc1NCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,0.771,0.6237,BUCB
,,11,5,5,Cc1cc2nc(-c3c(I)cc(C(=O)NC(C)C(=O)NC(Cc4ccc(O)cc4)C(=O)NCC(=O)O)cc3I)[nH]c2cc1C,0.7391,0.5367,BUCB
,,12,1,5,CNC(=O)C(Cc1ccc2ccccc2c1)N1CCN(C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(C)=O)C(CCCN=C(N)N)C1=O,0.8147,0.6425,BUCB
,,12,2,5,NC(=O)CC(NC(=O)C1(NC(=O)C(Cc2ccc(O)c(C(=O)O)c2)NC(=O)C(=O)O)CCCCC1)C(=O)NCCCc1cccc2ccccc12,0.7926,0.6296,BUCB
,,12,3,5,O=C(c1ccc2nc[nH]c2c1)N1CCCN(C(=O)c2cc(Cc3nnc(O)c4c3NCCC4)ccc2F)CC1,0.7673,0.632,BUCB
,,12,4,5,CC(C(=O)OCC(=O)C(CC(=O)O)NC(=O)OCc1ccccc1)c1cccc2ccccc12,0.796,0.6387,BUCB
,,12,5,5,COC(=O)N1CCC(NC(=O)C(N)Cc2c(C)cc(O)cc2C)c2cc(Cc3ccc4ccccc4c3)ccc21,0.7774,0.4617,BUCB
,,13,1,5,CNC(=O)C(Cc1ccc2ccccc2c1)NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(=O)O)NC(C)=O,0.8185,0.5845,BUCB
,,13,2,5,CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C1(NC(CCN2C(=O)c3cc4ccccc4cc3C2=O)C(=O)O)CCCCC1,0.8006,0.6669,BUCB
,,13,3,5,CCC(C)C(NC(=O)CC1OC1C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)O,0.8096,0.5901,BUCB
,,13,4,5,CN(C)C(=O)CN1CCN(C(=O)c2cc(Cc3nnc(O)c4c3NCCC4)ccc2F)CC1,0.7341,0.5946,BUCB
,,13,5,5,N=C(N)NCCCC(NC(=O)Cc1cccc2ccccc12)C(=O)NCc1ccc(C(F)(F)F)cc1,0.776,0.6536,BUCB
,,14,1,5,CC(NC(=O)C(NC(=O)OCc1ccccc1)C(C)C)C(=O)NC(CC(=O)O)C(=O)COC(=O)Cc1cccc2ccccc12,0.8207,0.5924,BUCB
,,14,2,5,CCNC(=O)C1CCCN1C(=O)C(Cc1ccc2ccccc2c1)NC(C)=O,0.8045,0.5095,BUCB
,,14,3,5,CCN(CC)C(=O)C(Cc1ccc(O)cc1)NC(=O)c1cccc(CC(NC(=O)C2CCC(=O)N2Cc2ccccc2)C(=O)O)c1,0.8054,0.6764,BUCB
,,14,4,5,N=C(N)NCCCC(NC(=O)C(N)Cc1c[nH]c(-c2cccc3ccccc23)n1)C(=O)NCc1ccccc1,0.8071,0.63,BUCB
,,14,5,5,COc1ccc(N2CCN(C(=O)c3cc(Cc4nnc(O)c5c4NCCC5)ccc3F)CC2)cc1,0.7446,0.6371,BUCB
,,15,1,5,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)COC(=O)c1c(C)cccc1C,0.829,0.6194,BUCB
,,15,2,5,O=C(Nc1ccc(CC(NC(=O)C2CCC(=O)N2Cc2ccccc2)C(=O)O)cc1)c1cc(F)c(F)cc1F,0.8169,0.6434,BUCB
,,15,3,5,COc1ccc(CNC(=O)C(CCC(=O)O)NC(=O)C(Cc2ccc(C(O)C(=O)O)cc2)NC(=O)Cc2cccc3ccccc23)cc1,0.8255,0.6569,BUCB
,,15,4,5,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(c2cccnc2)CC1,0.7375,0.6077,BUCB
,,15,5,5,O=C(NCCCN1CCOCC1)C(=O)C(Cc1ccccc1)NC(=O)C1CCN(C(=O)c2ccc3ccccc3c2)CC1,0.7975,0.6962,BUCB
,,16,1,5,CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C(CC(C)C)NC(CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O,0.8298,0.6237,BUCB
,,16,2,5,O=C(CCCCCC(NC(=O)c1ccc2ccccc2n1)C(=O)NCc1ccccc1)NO,0.8252,0.6646,BUCB
,,16,3,5,O=C(O)C(Cc1ccc(N2CCN(C(=O)C3CC3)CC2)cc1)NC(=O)C1CCCN1S(=O)(=O)c1ccccc1,0.8016,0.6763,BUCB
,,16,4,5,NC1CCN(C(=O)CC(Cc2cccc3ccccc23)C(=O)NC(Cc2c[nH]cn2)C(=O)NC(CC2CCCCC2)C(O)C(O)CCc2ccccn2)CC1,0.7885,0.6422,BUCB
,,16,5,5,O=C(O)CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1)C(=O)O,0.8084,0.5683,BUCB
,,17,1,5,O=C(CCCCNC1=NCCN1)Nc1ccc(CC(NC(=O)C2CCCN2S(=O)(=O)c2ccccc2)C(=O)O)cc1,0.8437,0.658,BUCB
,,17,2,5,O=C(CCNC(=O)C(Cc1c[nH]cn1)NC(=O)OCc1ccccc1)NC(Cc1ccc(O)cc1)C(=O)Nc1nccs1,0.8373,0.5906,BUCB
,,17,3,5,CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1cccc2ccccc12)C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2o1,0.8265,0.5992,BUCB
,,17,4,5,CC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)NCCc2nccc3ccccc23)CC1,0.8004,0.6317,BUCB
,,17,5,5,O=C(NC(Cc1ccc(O)cc1)C(=O)O)c1cc2[nH]c(-c3cccc(F)c3)c(C3CCCCC3)c(=O)n2n1,0.7899,0.6364,BUCB
,,18,1,5,NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.8408,0.6076,BUCB
,,18,2,5,O=C(NCCCN1CCOCC1)C(=O)C(Cc1ccccc1)NC(=O)C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,0.8402,0.686,BUCB
,,18,3,5,COc1cccc(OC)c1-c1ccc(CC(NC(=O)C2CCCN2c2cncc3ccccc23)C(=O)O)cc1,0.8174,0.616,BUCB
,,18,4,5,CNCC(=O)NC(Cc1ccc(F)cc1)c1nc(C(=O)NC(CC2CCCCC2)C(=O)NC(CCCN=C(N)N)C(=O)NCc2ccccc2)cs1,0.8252,0.589,BUCB
,,18,5,5,CCOC(=O)C1=C(C)N(CCCC(=O)NC(CC(=O)NCCC(=O)O)Cc2cccc3ccccc23)C(=O)NC1c1ccc(Br)cc1,0.8013,0.5696,BUCB
,,19,1,5,CC(N)C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.8357,0.636,BUCB
,,19,2,5,COc1ccc(CC(NC(C)=O)C(=O)NC2CCN(S(=O)(=O)c3cccc4ccccc34)CC2)cc1OC,0.8231,0.6757,BUCB
,,19,3,5,N=C(N)c1cccc(CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)C(=O)O)c1,0.8168,0.5651,BUCB
,,19,4,5,CCC(C)C(NC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C)C(=O)NCc1ccccn1,0.803,0.5838,BUCB
,,19,5,5,O=C(Cc1ccc(NC(=O)C2CCN(C(=O)C3CCCCC3)CC2)cc1)Nc1cccc(C(=O)N2CCCCC2)c1,0.771,0.5351,BUCB
,,20,1,5,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)N2CCC(C(=O)NC(CCC(N)=O)C(=O)O)CC2)cc1,0.8412,0.6678,BUCB
,,20,2,5,CC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC1CCCCN(Cc2ccc(-c3cccc4ccccc34)cc2)C1=O,0.8243,0.6442,BUCB
,,20,3,5,CC(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,0.8344,0.6285,BUCB
,,20,4,5,COC(=O)c1c(O)cccc1OCCCCNC(=O)C(Cc1ccc(NC(=O)C(=O)O)cc1)NC(C)=O,0.8105,0.6523,BUCB
,,20,5,5,COc1ccc(CC(=O)NC(=N)NC(CC2CCCCC2)C(=O)NCc2ccc(-c3nnn[nH]3)cc2)cc1OC,0.7913,0.6104,BUCB
,,21,1,5,CCc1ccc(NC(=O)C(Cc2ccccc2)NC(=O)C2CCN(C(=O)C(N)CC(C)C)CC2)cc1,0.8576,0.6759,BUCB
,,21,2,5,COC(=O)c1cc(CC(NC(C)=O)C(=O)NC2CCCCN(Cc3ccc(-c4ccccc4)cc3)C2=O)ccc1C(F)(C(=O)O)C(=O)O,0.8443,0.6791,BUCB
,,21,3,5,CC(=O)NC(CS(=O)(=O)c1cccc2ccccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NCc1ccccc1C,0.8287,0.6133,BUCB
,,21,4,5,O=C(NC(Cc1ccc(O)cc1)C(=O)NCc1ccncc1)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,0.8188,0.4327,BUCB
,,21,5,5,O=C(O)C(=O)NC(Cc1ccc(OC(=O)c2cc3ccccc3s2)cc1)C(=O)O,0.8258,0.5738,BUCB
,,22,1,5,Cc1ccc(S(=O)(=O)NC(C)C(=O)N2CCC(C(=O)NC(Cc3ccccc3)C(=O)O)CC2)cc1,0.8494,0.6574,BUCB
,,22,2,5,N=C(N)NCCCC(NC(=O)C1CC2CCC(O)CC2N1C(=O)C(Cc1ccccc1)NC(=O)C(O)Cc1ccc(O)cc1)C(=O)O,0.8474,0.6255,BUCB
,,22,3,5,COC(=O)C(CC(C)C)NC(=O)c1ccc(CNCc2c[nH]cn2)cc1-c1cccc2ccccc12,0.8003,0.555,BUCB
,,22,4,5,COc1ccc2[nH]cc(CCNC(=O)C(CCC(=O)O)NC(=O)C(Cc3ccc(OP(=O)(O)O)cc3)NC(C)=O)c2c1,0.8134,0.6292,BUCB
,,22,5,5,O=C(NC(Cc1ccc2ccccc2c1)C(=O)NC1CCCN(S(=O)(=O)c2ccccn2)CC1=O)c1cc2ccccc2o1,0.8061,0.6416,BUCB
,,23,1,5,Cc1ccc(CN2C(=O)CCC2C(=O)N2CCCC(CNC(=O)C(Cc3ccccc3)NC(=O)OCc3ccccc3)C2)cc1,0.8481,0.6616,BUCB
,,23,2,5,CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(COP(=O)(O)O)C(=O)N1CCCC1C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,0.8465,0.5904,BUCB
,,23,3,5,N=C(N)c1ccc(CNC(=O)C(CCC2CCNCC2)NC(=O)C(CCC2CCN(C(=O)C3CC3)CC2)NS(=O)(=O)Cc2ccccc2)cc1,0.8287,0.5846,BUCB
,,23,4,5,COc1ccc(NC(=O)N2CCN(C(=O)C(Cc3ccc(F)cc3)NC(C)=O)CC2)cc1,0.8206,0.6641,BUCB
,,23,5,5,CCCCn1c2ccccc2c2cc(C(=O)NC(Cc3ccc(O)cc3)C(=O)O)ncc21,0.8063,0.6307,BUCB
,,24,1,5,O=C(O)C(Cc1ccc(N2CCCC2=O)cc1)NC(=O)C1CCC(=O)N1Cc1ccccc1,0.8519,0.6686,BUCB
,,24,2,5,CC(=O)NC(Cc1ccc(F)cc1)C(=O)NC1CCN(C(=O)Nc2ccc(F)cc2)CC1,0.8468,0.6566,BUCB
,,24,3,5,N=C(N)NCCCC(NC(=O)C(Cc1ccc(F)c(F)c1)NC(=O)C(Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,0.8261,0.5839,BUCB
,,24,4,5,CC(C)(C)OC(=O)N1CCN(C(=O)C(Cc2ccc(OS(=O)(=O)c3cccc4cccnc34)cc2)NS(C)(=O)=O)CC1,0.8227,0.6118,BUCB
,,24,5,5,COc1cccc(C(=O)NC(CCC2CCCCC2)C(=O)NC(CC(=O)OCc2ccccc2)CN2CCc3cc(F)ccc32)c1,0.8278,0.3405,BUCB
,,25,1,5,CC(=O)NC(Cc1ccc(C(=O)O)c(C=O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,0.8442,0.6961,BUCB
,,25,2,5,CCCC(=O)C1(c2ccccc2)CCN(C(=O)C(Cc2ccc(OC)cc2)NC(=O)C(O)Cc2c[nH]cn2)CC1,0.8439,0.7011,BUCB
,,25,3,5,CC(=O)N1CCN(C(=O)C(CCCNC(=N)N)NS(=O)(=O)c2cccc3ccccc23)CC1,0.8235,0.652,BUCB
,,25,4,5,NC(=O)C1CCCN1C(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)CNC(=O)C(CS(=O)(=O)O)NC(=O)C(N)Cc1ccc(O)cc1,0.8256,0.5837,BUCB
,,25,5,5,O=C(Nc1ccc(CC(NC(=O)C23CC4CC(CC(C4)C2)C3)C(=O)O)cc1)c1ccnc2ccccc12,0.8185,0.599,BUCB
,,26,1,5,CC(C)CC(S)C(=O)NC1(C(=O)NC(Cc2ccc(-c3ccccc3)cc2)C(=O)O)CCCC1,0.8492,0.654,BUCB
,,26,2,5,O=C(O)CC(Cc1ccccc1)NC(=O)C(Cc1cccnc1)NC(=O)C1CCC2CCC(NC(=O)Cc3ccccc3)C(=O)N21,0.834,0.6407,BUCB
,,26,3,5,CC(=O)NC(Cc1ccc(F)c(F)c1)C(=O)NC1CCN(S(=O)(=O)c2ccc(C)cc2)CC1,0.828,0.636,BUCB
,,26,4,5,COc1ccc(CC(NC(=O)C2CCC(N)CC2)C(=O)NC(Cc2c[nH]cn2)C(=O)NC(CC2CCCCC2)C(O)C(O)CCc2ccccn2)cc1,0.8276,0.6014,BUCB
,,26,5,5,CCCCc1nc(Cl)c(CC(=O)OC)n1Cc1ccc(NC(=O)c2ccc3ccccc3c2C(=O)O)cc1,0.7946,0.3722,BUCB
,,27,1,5,O=C(O)C(Cc1ccc(-c2ccccc2)cc1)NC(=O)C(NCP(=O)(O)O)C1CCCCC1,0.8483,0.6725,BUCB
,,27,2,5,COc1ccc(CC(NC(C)=O)C(=O)NC2CCN(c3ncccc3[N+](=O)[O-])CC2)cc1,0.8425,0.6455,BUCB
,,27,3,5,NC(c1cccc(S(N)(=O)=O)c1)C(S)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NCc1ccccc1,0.8342,0.5705,BUCB
,,27,4,5,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(OCC(=O)N3CCCC3c3ccccc3)n(-c3ccccc3)n2)CC1,0.8035,0.6479,BUCB
,,27,5,5,O=C(NC1(C(=O)NC(Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCc2ccccc21)c1cc2ccccc2s1,0.8304,0.6711,BUCB
,,28,1,5,CC(=O)NC(Cc1ccc(F)cc1)C(=O)NC1CCN(c2nnnn2-c2ccccc2)CC1,0.8576,0.641,BUCB
,,28,2,5,COc1ccccc1-c1ccc(CC(NC(=O)C2(C(=O)N3CCOCC3)CCCO2)C(=O)O)cc1,0.8563,0.6807,BUCB
,,28,3,5,N=C(N)NCCC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1,0.846,0.665,BUCB
,,28,4,5,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)C1(NC(=O)C(SC(=O)c2ccccn2)C(C)C)CCCC1,0.8396,0.6292,BUCB
,,28,5,5,CCC(C)C(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)N1CCC(N)CC1)C(=O)NCc1cnc(C)nc1N,0.8061,0.5955,BUCB
,,29,1,5,CCN(CC)S(=O)(=O)C1(C(=O)NC(Cc2ccc(-c3ccccc3OC)cc2)C(=O)O)CCCC1,0.8604,0.6701,BUCB
,,29,2,5,CN(C(=O)C1CCCN1C(=O)C(N)Cc1ccc(O)cc1)C(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCCO,0.8532,0.6503,BUCB
,,29,3,5,CCCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(N3CCC(NC)CC3)cc(-c3ccccc3)n2)CC1,0.8364,0.6567,BUCB
,,29,4,5,CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C1(CC(=O)NO)Cc2ccccc21,0.8589,0.582,BUCB
,,29,5,5,Nc1ccc(CC(NS(=O)(=O)c2cnccc2NC(Cc2ccccc2)CN2CCOCC2)C(=O)N2CCC(CCF)CC2)cc1,0.8265,0.6683,BUCB
,,30,1,5,COc1ccccc1-c1ccc(CC(NC(=O)C2(c3cccnc3)CCC(C)C2)C(=O)O)cc1,0.8639,0.6306,BUCB
,,30,2,5,CCOC(=O)Oc1ccc(CC(NC(=O)OCc2ccccc2)C(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1,0.8539,0.6155,BUCB
,,30,3,5,O=C(NC1(C(=O)NC(Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,0.8359,0.5727,BUCB
