Trial,Beta,Round,Pick,PickTotal,Selected SMILES,UCB,True f,Method
,,34,1,5,COc1ccc(CCNC(=O)C2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)cc1,0.8503,0.675,BUCB
,,34,2,5,O=C(CCNC(=O)c1ccccc1)Nc1ccc(Cl)c(S(=O)(=O)N2CCCCC2)c1,0.8469,0.6062,BUCB
,,34,3,5,O=C(O)C(Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)C1OCOC1C(=O)N1CCOCC1,0.849,0.5985,BUCB
,,34,4,5,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(N3CCCCC3CN(C)C)nc(-c3ccccc3)n2)CC1,0.8292,0.6326,BUCB
,,34,5,5,CC(=O)NCCNC(=O)Cc1ccc(-c2ccc(S(=O)(=O)CC(=O)O)cc2)cc1,0.832,0.6006,BUCB
,,35,1,5,NC(Cc1ccccc1)C(=O)N1CCC(C(=O)NCC(=O)Nc2ccc(F)cc2)CC1,0.849,0.6715,BUCB
,,35,2,5,COc1ccccc1C(=O)NCCc1ccc(S(=O)(=O)N2CCN(C3CCCCC3)C2=N)cc1,0.8476,0.6486,BUCB
,,35,3,5,CC(=O)NC(C)Cc1ccc(C#Cc2cccc(C(=O)N3CCOCC3)c2)cc1,0.8427,0.1256,BUCB
,,35,4,5,CC1(C(=O)NC(Cc2cccc(OC(=O)N3CCCC3)c2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,0.8361,0.6446,BUCB
,,35,5,5,CCC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)N(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C(=O)N1,0.834,0.6823,BUCB
,,36,1,5,CC(=O)C1(c2ccccc2)CCN(CCCNC(=O)C2=C(C)NC(C)=C(C(N)=O)C2c2ccc([N+](=O)[O-])cc2)CC1,0.8553,0.6949,BUCB
,,36,2,5,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCCC2CN2CCN(CC(=O)O)CC2)cc1,0.855,0.6925,BUCB
,,36,3,5,CCOc1ccc(S(=O)(=O)Nc2ccc(C(=O)NCC3(N4CCCCC4)CCCCC3)cc2)cc1,0.8525,0.6063,BUCB
,,36,4,5,O=C(Nc1ccc(CC(NC(=O)C2CC(N3CCC3)CN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl,0.8483,0.6038,BUCB
,,36,5,5,COc1ccc(S(=O)(=O)C(CCCC(=O)N2CCCc3ccccc32)CC(=O)NO)cc1OC1CCCC1,0.8442,0.6538,BUCB
,,37,1,5,O=C(NCCCN1CCCC(F)C1)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccccc2)cc1,0.8596,0.6061,BUCB
,,37,2,5,NC(=NC(=O)c1ccccc1)c1ccc(N2CC(CN3CCN(CC(=O)O)CC3)OC2=O)cc1,0.8578,0.6789,BUCB
,,37,3,5,CCCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(N3CCC(NC)CC3)cc(-c3ccccc3)n2)CC1,0.8471,0.6567,BUCB
,,37,4,5,NC(=O)C1CCCN1C(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)CNC(=O)C(CS(=O)(=O)O)NC(=O)C(N)Cc1ccc(O)cc1,0.8404,0.5837,BUCB
,,37,5,5,Cc1cc2cc(NC(=NC(=O)c3ccc(C(=O)N(C)C)cc3)NC3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,0.8422,0.6231,BUCB
,,38,1,5,COC(=O)C1(c2ccccc2)CCN(CCNC(=O)CCc2ccc([N+](=O)[O-])cc2)CC1,0.8582,0.6955,BUCB
,,38,2,5,COc1ccc(CC(NC(=O)c2ccccc2)C(=O)CCC(=O)N2CCCC2C(=O)O)cc1OC,0.858,0.6668,BUCB
,,38,3,5,NC(=O)c1ccc(NC(=O)CN2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1,0.847,0.6405,BUCB
,,38,4,5,CCCc1nc(SC)c(C(=O)O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.8487,0.4812,BUCB
,,38,5,5,CCC12c3[nH]c4ccc(OC)cc4c3CCN1C(=O)C(CC(=O)NCCC1=CCCCC1)CC2C(=O)N1CCN(C(=O)c2ccco2)CC1,0.8241,0.5673,BUCB
,,39,1,5,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(NC(=O)CCC(=O)O)cc2)CC1,0.8624,0.7165,BUCB
,,39,2,5,NC(=O)CC(NC(=O)c1ccccc1)c1ccc(N2CCC(N3CCCC3)CC2)c([N+](=O)[O-])c1,0.8515,0.6853,BUCB
,,39,3,5,COC(=O)Nc1ccc(S(=O)(=O)N2CCC(C(=O)NCc3ccc4c(c3)OCO4)CC2)cc1,0.8517,0.6282,BUCB
,,39,4,5,O=C(O)CNC(Cc1ccc([N+](=O)[O-])cc1)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,0.8323,0.6487,BUCB
,,39,5,5,CN(C)c1ccc(C(=O)NC(CSCCCC(=O)NO)C(=O)NC2CCCc3ccccc32)cc1,0.8345,0.6591,BUCB
